"uniqueid","site.name","depth","age","date.type","lat","long","dataset","ACRUBRUM","ACSACRUM","AMBROSIA","APIACEAE","ARTEMISIA","ASTERX","BETULA","CARYA","CHENOAMX","CUPRESSA","CYPERACE","FAGUS","FRAXINUX","FRAXNIGR","IVA","JUGLANSX","LAMIACEAE","LIQUIDAM","NYSSA","ONAGRACEAE","OSTRYCAR","Other","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLYGONMX","POLYPOD","QUERCUS","RUBIACEAE","RUBUS","SALIX","ULMUS","ABIES","ALNUSX","FRAXPNAM","PICEAX","BRASSICACEAE","POPULUS","TSUGAX","ASTERCICHO","ACERX","CORYLUS","RANUNCUL","ROSACEAX","THALICTRUM","TILIA","RUMEX","ALRUGOSA","POLYGONAX","JUGNIGRA","MYRICACX","URTICACX","RHAMNACEAE","FABACEAE","ERICACEX","LARIXPSEU","SARCOBATUS","EPHEDRA","CARYOPHYLL","SELAGINE","ACNEGUNA","XANTHIUM","CORNUS","LILIACEAE","ACSACNUM","EUPHORB","MALVACEAE","BORAGINACEAE","CASTANEA","ELAEAGNX","RUMEOXYR","CAPRIFOLIA","SHEPHERDIA","ERIVACCI","AQUIFOLI","ARCEUTHOBI","SCROPHUL","MAGNOLIACE","CAMPANULACEA","TAXODIUM","CACTACEAE","POLEMONI","ACPENSYL","SANGUI","PROSOPIS","PEDICULARI","pollensum","ambrosia.proportion","artemisia.proportion","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NA_L2KEY","NA_L1KEY","Shape_Leng","Shape_Area","category","MeanT","Mean.Diurnal.RangeT","Isothermality","TSeasonality","MaxTWarm","MinTCold","TAnnRange","MeanTWetQ","MeanTDryQ","MeanTWarmQ","MeanTColdQ","AnnP","PrecipWetMonth","PrecipDryMonth","PrecipSeasonality","PrecipWetQ","PrecipDryQ","PrecipWarmQ","PrecipColdQ","long.1","lat.1"
257,"Medicine Lake",NA,-35,1,44.98419,-97.350125,14251,0,0,115,0,35,7,0,1,69,4,10,0,3,0,0,0,0,0,0,0,2,65,17,4,0,76,0,0,9,0,0,5,10,0,0,8,0,0,6,0,0,0,1,0,0,0,0,1,4,0,0,0,4,0,5,0,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0.245202558635394,0.0746268656716418,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",59.9200706481934,126.357528686523,26.3575305938721,11818.728515625,288.414001464844,-180.506072998047,468.920074462891,181.357528686523,-100.642471313477,204.920074462891,-100.642471313477,550.826599121094,93.5060729980469,13,58.4939308166504,248.171997070312,41,242.228469848633,41,-97.350125,44.98419
258,"Green WD",0,NA,NA,43.58,-90.38,49,0,0,23,0,0,7,8,27,3,0,0,0,2,0,0,3,0,0,0,0,8,1,14,0,0,70,0,0,113,0,0,3,25,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0.0723270440251572,1e-05,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"NoArtemisia",66.2497787475586,124.078582763672,27.9693794250488,10870.5517578125,280.358978271484,-161.187774658203,441.546752929688,186.249786376953,-84.1091995239258,198.358978271484,-84.1091995239258,839.174499511719,107.750221252441,23.9693794250488,43,313.500427246094,84.9693832397461,306.391235351562,84.9693832397461,-90.38,43.58
259,"Hollndal",0,NA,NA,42.88,-89.88,56,0,0,104,0,0,8,4,7,14,0,0,0,0,0,0,3,0,0,0,0,3,8,14,0,0,39,0,0,70,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0.354948805460751,1e-05,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"NoArtemisia",75.6589050292969,116.658905029297,27,10588.7529296875,280.903594970703,-141.096405029297,422,204.903594970703,-70.0261077880859,204.903594970703,-70.0261077880859,851.317810058594,104,28,38.2708015441895,309,101,309,101,-89.88,42.88
260,"Site 35 (Swain unpublished)",0,NA,NA,45.9,-90.97,105,0,0,24,0,3,3,113,1,7,1,4,0,2,0,0,4,0,0,0,0,8,6,176,0,1,4,0,0,24,0,0,1,7,6,9,0,10,0,5,26,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0.0532150776053215,0.00665188470066519,"5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS","5.2  MIXED WOOD SHIELD","5  NORTHERN FORESTS",5338397.84349,248955251711,"BothPresent",40.9550933837891,126.246696472168,27,11221.2060546875,259.246704101562,-197.692291259766,456.938995361328,163.845993041992,-116.044906616211,175.845993041992,-116.044906616211,825.769714355469,112,20.7533073425293,46.8909072875977,327.246704101562,82.6157073974609,320,82.6157073974609,-90.97,45.9
261,"Site 84 (Delcourt  et al. 1983)",0,NA,NA,36.1,-93.73,663,0,1,99,0,0,9,2,21,3,5,3,0,20,8,5,3,0,2,0,0,7,12,35,3,3,63,0,0,185,0,0,6,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0.192607003891051,1e-05,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",2650044.10889,175845331063,"NoArtemisia",139.620803833008,126.931999206543,34.9659996032715,8209.7021484375,318.552795410156,-42.9777374267578,361.530548095703,184.586807250977,30.9882640838623,242.932006835938,30.9882640838623,1158.51159667969,138.067993164062,58.0340003967285,21,360.458923339844,211.124267578125,289.001220703125,211.124267578125,-93.73,36.1
262,"Lake of the Ozarks",0,NA,NA,38.22,-92.63,953,0,0,30,0,1,2,0,12,5,0,0,0,4,0,0,6,0,0,0,0,0,0,25,0,0,14,0,0,193,0,0,1,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0.0983606557377049,0.00327868852459016,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",2650044.10889,175845331063,"BothPresent",129.993194580078,132.658203125,32.9931983947754,9236.1943359375,324.665008544922,-75,399.665008544922,180.995407104492,2.99540042877197,243.995407104492,2.99540042877197,1026.94482421875,125.332801818848,39,28,327.989196777344,150.328201293945,283.984588623047,150.328201293945,-92.63,38.22
263,"JHMN17 (McAndrews and Wright 1969)",0,NA,NA,48.883333,-111.266667,1300,0,0,0,0,67,45,1,0,13,0,6,0,0,0,0,0,0,0,0,0,0,9,97,0,0,95,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,1e-05,0.198224852071006,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"NoAmbrosia",44.4651985168457,140.891998291016,34,9065.60546875,258.213592529297,-148.67839050293,406.891998291016,136.675994873047,-72.534797668457,160.675994873047,-72.534797668457,347.007598876953,66.1080017089844,10.25159740448,61.6048049926758,161.861602783203,36.8219947814941,144.216003417969,36.8219947814941,-111.266667,48.883333
264,"JHMN26 (McAndrews and Wright 1969)",0,NA,NA,48.866667,-108.95,1309,0,0,2,0,188,12,2,0,30,0,1,0,0,0,0,0,0,0,0,0,0,20,83,0,0,85,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0.00465116279069767,0.437209302325581,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",39.3508796691895,147.848007202148,32,10327.8828125,269.836090087891,-181.345123291016,451.181213378906,145.836074829102,-21.3628005981445,169.122406005859,-97.2108001708984,357.877044677734,62.1520004272461,14.2863216400146,51.3508796691895,158.818801879883,48.3040008544922,142.666793823242,50.8011207580566,-108.95,48.866667
265,"K2 (Kapp 1965]",0,NA,NA,37.12,-99.15,2272,0,0,110,0,29,36,0,0,220,12,0,0,0,0,0,0,0,1,0,0,0,9,5,0,0,40,0,0,30,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0.218253968253968,0.0575396825396825,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",141.993347167969,150.550796508789,35,9436.9638671875,348.993347167969,-70.9933547973633,419.986694335938,237,17.4573516845703,261,17.4573516845703,622.557434082031,92.9851989746094,13,50.4425506591797,255.43440246582,55,239.97705078125,55,-99.15,37.12
266,"Stations 82-83 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,54.33,-104.83,2523,0,0,0,0,26,6,115,0,14,1,5,0,1,0,0,0,0,0,0,0,1,16,409,0,0,7,0,0,0,0,0,9,0,0,82,0,313,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,1e-05,0.0256410256410256,"5.4","BOREAL PLAIN","5","NORTHERN FORESTS","5.4  BOREAL PLAIN","5  NORTHERN FORESTS",7681115.445,688274409977,"NoAmbrosia",-11.5814952850342,116.557998657227,23,13213.9267578125,223.734100341797,-273.697509765625,497.431610107422,146.734100341797,-167.963394165039,146.734100341797,-191.442001342773,504.502105712891,81,18,50.3818969726562,223.442001342773,66,223.442001342773,66,-104.83,54.33
267,"Bugle",0,NA,NA,44.358333,-91.419722,2678,0,0,106,0,0,9,26,3,11,0,13,0,1,0,0,4,0,0,0,0,0,13,58,0,0,68,0,0,40,0,0,2,36,0,66,0,3,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0.226980728051392,1e-05,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"NoArtemisia",66.1760025024414,125.912971496582,27,11289.83984375,285.088958740234,-171.824005126953,456.912963867188,189.825942993164,-90.5235977172852,202.825942993164,-90.5235977172852,828.7099609375,107.699600219727,21,47,319.36181640625,77,317.486236572266,77,-91.419722,44.358333
268,"Amacoy Lake",0,NA,NA,45.39809,-91.31399,2692,3,0,61,0,6,2,55,3,9,8,11,1,0,5,1,0,0,0,0,0,11,9,157,1,0,27,0,0,76,0,0,5,9,2,16,3,6,0,2,3,0,0,1,0,5,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0.121031746031746,0.0119047619047619,"5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS","5.2  MIXED WOOD SHIELD","5  NORTHERN FORESTS",5338397.84349,248955251711,"BothPresent",57.855598449707,132.043151855469,28,11192.1513671875,280.599945068359,-179.587600708008,460.187561035156,180.556793212891,-97.5444564819336,192.556793212891,-97.5444564819336,826.012634277344,112.255653381348,21,47.7443466186523,323.501312255859,80,322.255645751953,80,-91.31399,45.39809
269,"Stink Lake",NA,-35,1,48.25071,-99.23709,14371,0,0,33,0,74,18,9,0,59,3,20,0,1,0,0,0,0,0,0,0,0,46.5,65.5,0,0,99,0,0,18,0,0,5,6,0,3,5,2.5,0,8,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,8,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.5,0.0660660660660661,0.148148148148148,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",36.4400177001953,129,26,12609.4892578125,275.910369873047,-213.649597167969,489.559967041016,189,-136.559982299805,189,-136.559982299805,437.288421630859,79,11,60.0896186828613,202.288421630859,40,202.288421630859,40,-99.23709,48.25071
271,"Maybe Pond",NA,-62,1,40.38854,-102.337193,26337,0,0,35,0,31,23,0,0,202,1,35,0,0,0,11,0,0,0,0,0,0,62,26,10,0,1,0,0,3,0,0,0,1,1,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,0,6,0,0,0,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0.0739957716701903,0.06553911205074,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",98.9515991210938,162.048400878906,38,9243.71875,318.976287841797,-106.048400878906,425.024688720703,194,-18.0484008789062,219.466278076172,-18.0484008789062,440.543090820312,82.0484008789062,9,70.0484008789062,229.072113037109,28,196.023712158203,28,-102.337193,40.38854
272,"Arena8",0,NA,NA,43.1,-89.92,58,0,0,15,0,0,3,6,12,4,2,0,0,2,0,0,6,0,0,0,0,2,7,5,0,0,34,0,0,110,0,0,0,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0.0669642857142857,1e-05,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"NoArtemisia",74.3720016479492,117.372001647949,27,10677.4169921875,281.445129394531,-145,426.445129394531,204.445129394531,-72.5548706054688,204.445129394531,-72.5548706054688,828.6083984375,101.554870605469,26.9727306365967,39.271598815918,303.226409912109,95.8450622558594,303.226409912109,95.8450622558594,-89.92,43.1
274,"JHMN08 (McAndrews and Wright 1969)",0,NA,NA,48.716667,-113.116667,1291,0,0,0,0,13,13,2,0,1,1,11,0,0,0,0,0,0,0,0,0,0,16,198,0,0,49,0,0,0,0,0,0,0,8,7,0,14,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,1e-05,0.0351351351351351,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"NoAmbrosia",36.5398712158203,129.941284179688,34.1488914489746,8116.30859375,236.556365966797,-135.967025756836,372.523376464844,84.1757736206055,-11.535327911377,140.763961791992,-66.7594223022461,503.878662109375,76.983512878418,28.0614185333252,33.6530723571777,180.236038208008,92.5311813354492,163.311233520508,100.099494934082,-113.116667,48.716667
275,"JHMN28 (McAndrews and Wright 1969)",0,NA,NA,48.866667,-108.466667,1311,0,0,1,0,54,6,3,0,94,0,2,0,0,0,0,0,0,0,0,0,0,9,91,0,0,86,0,0,0,0,0,0,0,0,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0.0028169014084507,0.152112676056338,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",41.3723983764648,147.293899536133,32,10466.46875,273.240112304688,-180,453.240112304688,149.161605834961,-21,172.161605834961,-98,340.519805908203,61,12.7061023712158,55.426197052002,159.053802490234,43.7061004638672,140.759902954102,44.1322975158691,-108.466667,48.866667
276,"JHMN31 (McAndrews and Wright 1969)",0,NA,NA,48.75,-107.583333,1314,0,0,2,0,150,6,0,0,42,3,4,0,0,0,0,0,0,0,0,0,0,17,81,0,0,52,0,0,0,0,0,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0.00547945205479452,0.410958904109589,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",45.9320907592773,148.529693603516,31,11203.697265625,286.542877197266,-190.389205932617,476.932098388672,160.542892456055,-85.4703063964844,183.932083129883,-104.986801147461,288.111358642578,58.9868011474609,8,70.8191986083984,153.538223266602,25.1622180938721,133.538223266602,25.1622180938721,-107.583333,48.75
277,"JHMN35 (McAndrews and Wright 1969)",0,NA,NA,48.883333,-106.533333,1318,0,0,2,0,95,45,2,0,55,5,5,0,0,0,0,0,0,0,0,0,0,18,73,0,0,37,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0.00581395348837209,0.276162790697674,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",35.6290817260742,142.715347290039,30,11197.7197265625,274.667358398438,-192.533737182617,467.201110839844,150.542816162109,-94.4954605102539,174.62907409668,-115.409202575684,310.857299804688,63.4091987609863,7.08625936508179,72.8015975952148,166.313858032227,25.0862598419189,149.990921020508,26,-106.533333,48.883333
278,"Mary Lake",1,NA,NA,44.45,-93.694444,1710,0,4,266,0,20,13,13,6,32,0,32,0,0,0,1,2,0,0,0,0,13,42,58,0,0,166,0,5,158,0,0,2,31,0,8,1,1,2,2,0,0,0,0,0,0,2,9,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0.296875,0.0223214285714286,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",63,121,26,11706.3779296875,282.917388916016,-178.082611083984,461,204.917388916016,-98.1259994506836,204.917388916016,-98.1259994506836,748.059204101562,105.043395996094,18.9566059112549,50.1259994506836,312.043395996094,64.8306045532227,312.043395996094,64.8306045532227,-93.694444,44.45
279,"Turtle Lake Area",0,NA,NA,53.783333,-108.483333,2076,0,0,4,0,2,1,7,0,8,0,4,0,0,0,0,0,0,0,0,0,0,5,150,0,0,8,0,0,0,0,0,23,1,0,13,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0.0155038759689922,0.00775193798449612,"5.4","BOREAL PLAIN","5","NORTHERN FORESTS","5.4  BOREAL PLAIN","5  NORTHERN FORESTS",7681115.445,688274409977,"BothPresent",-0.238000005483627,123.808456420898,25.5497131347656,12354.8369140625,227.761993408203,-248.113662719727,475.875671386719,146.50325012207,-147.305206298828,146.50325012207,-168.305206298828,450.019195556641,82.3051986694336,15,59.8084564208984,220.99348449707,59,220.99348449707,60,-108.483333,53.783333
280,"Rose 1b (Watts and Wright 1966)",0,NA,NA,43,-101.42,2938,0,0,30,0,21,6,0,0,84,3,24,0,0,0,0,0,0,0,0,0,0,69,18,0,0,39,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0.099009900990099,0.0693069306930693,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",82,152,34,9967.9921875,311,-126.555854797363,437.555847167969,184,-46.0497436523438,211,-46.0497436523438,478.408111572266,86.0482559204102,9,66.5061111450195,238.506103515625,32.4441452026367,209.963958740234,32.4441452026367,-101.42,43
281,"Stations 85-86 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,51.83,-101.08,3766,0,0,0,0,47,26,88,0,11,1,16,0,0,0,0,1,0,0,0,0,0,4,453,0,0,19,0,0,0,0,0,20,1,0,74,0,231,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,1e-05,0.0469061876247505,"5.4","BOREAL PLAIN","5","NORTHERN FORESTS","5.4  BOREAL PLAIN","5  NORTHERN FORESTS",7681115.445,688274409977,"NoAmbrosia",0.130053594708443,109.13005065918,22.130054473877,12743.9560546875,231.746109008789,-244.732406616211,476.478515625,153.260101318359,-173.86994934082,153.260101318359,-173.86994934082,499.481079101562,78.8699493408203,17.869945526123,51.130054473877,220.253890991211,63.6098403930664,220.253890991211,63.6098403930664,-101.08,51.83
282,"Stink Lake",NA,-35,1,44.96723,-97.404695,14447,0,0,121,0,39,12,2,0,68,10,24,0,0,0,0,0,0,0,0,0,1,94,32,0,1,72,0,0,18,0,0,4,3,0,0,3,3.5,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.5,0.231578947368421,0.0746411483253589,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",60,126,26,11797.8271484375,288.641082763672,-179.079711914062,467.720794677734,181.504684448242,-99.6410903930664,205.504684448242,-99.6410903930664,546.783874511719,92.8636016845703,13,58.8636016845703,246.86360168457,41,240.86360168457,41,-97.404695,44.96723
283,"Newell Lake",NA,-60,1,44.84181,-103.393915,19204,0,0,4,0,9,1,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,231,34,1,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0.0113636363636364,0.0255681818181818,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",72.8030166625977,145.478042602539,32,10410.4541015625,304.865997314453,-141.470001220703,446.335998535156,126.865997314453,-55.6139984130859,206.407012939453,-63.6040000915527,434.111968994141,83,10,63.9289817810059,210.458984375,36.5299987792969,171,36.5299987792969,-103.393915,44.84181
284,"Dudley",NA,-60,1,44.35577,-93.36235,19948,0,0,14,0,10,11,2,0,3,0,1,0,0,0,0,0,0,0,0,0,9,217,18,0,0,32,0,8,66,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0.0348258706467662,0.0248756218905473,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",64.9579544067383,119,25,11727.3349609375,284.53759765625,-176.042053222656,460.579650878906,206.53759765625,-97.3379974365234,206.53759765625,-97.3379974365234,775.57421875,107,21,48.0420455932617,310.380035400391,71.4552459716797,310.380035400391,71.4552459716797,-93.36235,44.35577
285,"Independence",NA,-60,1,43.76344,-95.047835,19968,0,2,97,0,8,3,0,0,32,0,4,0,0,5,0,0,1,0,0,0,0,217,9.5,6,0,25,0,0,7,0,0,3,2,0,0,2,0,13,0,0,0,0,0,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.5,0.217732884399551,0.0179573512906846,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",68,119.441314697266,26,11642.439453125,289,-165.483200073242,454.483184814453,210.041885375977,-91.4832000732422,210.041885375977,-91.4832000732422,711.516784667969,102.958114624023,15,51.5586853027344,288.958129882812,54,288.958129882812,54,-95.047835,43.76344
286,"Sunflower Pond",NA,-62,1,38.199615,-98.4879305,26323,0,0,39,0,9,22,0,0,75,28,47,0,0,0,3,2,0,0,0,0,0,351,16,8,0,3,0,1,30,1,0,2,18,0,0,2,0,1,7,0,0,1,0,0,2,1,0,1,0,0,0,0,5,0,1,0,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0.0564399421128799,0.0130246020260492,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",132.433776855469,137.439788818359,32,9768.6943359375,343.436401367188,-75.5662155151367,419.002624511719,232.433776855469,3.43378162384033,257,3.43378162384033,666.380859375,101,13,50,273.566223144531,56,257.132446289062,56,-98.4879305,38.199615
